ICD Node URI,ICD Parent URI,Mesh ID,MeSH Tree Number,ICD Title,MeSH Common name,MeSH Disease Class,ICD Disease Class,MeSH Synonyms
http://id.who.int/icd/entity/783139626,http://id.who.int/icd/entity/1093196899,,,Complications of fall,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1096984927,http://id.who.int/icd/entity/1468891747,,,Carpopedal spasm,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1813165732,http://id.who.int/icd/entity/1468891747,,,Hyperkinetic tetany,,,Diseases of the nervous system,
http://id.who.int/icd/entity/332164395,http://id.who.int/icd/entity/1468891747,,,Pseudotetany,,,Diseases of the nervous system,
http://id.who.int/icd/entity/824503775,http://id.who.int/icd/entity/1468891747,,,Neonatal tetany without calcium or magnesium deficiency,,,Diseases of the nervous system,
http://id.who.int/icd/entity/839605207,http://id.who.int/icd/entity/824503775,,,Hypomagnesaemic tetany in newborn,,,Diseases of the nervous system,
http://id.who.int/icd/entity/430599035,http://id.who.int/icd/entity/560509568,,,Akinesia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/906979653,http://id.who.int/icd/entity/560509568,,,"Cerebral depression, not elsewhere classified",,,Diseases of the nervous system,
http://id.who.int/icd/entity/1117250696,http://id.who.int/icd/entity/560509568,,,"Cerebral hypofunction, not elsewhere classified",,,Diseases of the nervous system,
http://id.who.int/icd/entity/584231559,http://id.who.int/icd/entity/1986005526,,,Age-associated cognitive decline,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1919924434,http://id.who.int/icd/entity/584231559,,,"Senile degeneration of brain, not elsewhere classified",,,Diseases of the nervous system,
http://id.who.int/icd/entity/1890374210,http://id.who.int/icd/entity/1986005526,,,Dizziness and giddiness,,,Diseases of the nervous system,
http://id.who.int/icd/entity/679083753,http://id.who.int/icd/entity/1398634694,,,Epidemic vertigo,,,Diseases of the nervous system,
http://id.who.int/icd/entity/796932381,http://id.who.int/icd/entity/1398634694,,,Vertigo of central origin,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1550756489,http://id.who.int/icd/entity/1398634694,,,Other peripheral vertigo,,,Diseases of the nervous system,
http://id.who.int/icd/entity/213551174,http://id.who.int/icd/entity/1550756489,,,Auditory vertigo,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1003847521,http://id.who.int/icd/entity/1550756489,,,Aural vertigo,,,Diseases of the nervous system,
http://id.who.int/icd/entity/723510999,http://id.who.int/icd/entity/1550756489,,,Lermoyez syndrome,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1421950298,http://id.who.int/icd/entity/1550756489,,,Otogenic vertigo,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1817247302,http://id.who.int/icd/entity/1890374210,,,Disorder of equilibrium,,,Diseases of the nervous system,
http://id.who.int/icd/entity/590560479,http://id.who.int/icd/entity/1890374210,,,Exertional dizziness,,,Diseases of the nervous system,
http://id.who.int/icd/entity/220170017,http://id.who.int/icd/entity/1890374210,,,Light-headedness,,,Diseases of the nervous system,
http://id.who.int/icd/entity/751369389,http://id.who.int/icd/entity/1890374210,,,Presyncope,,,Diseases of the nervous system,
http://id.who.int/icd/entity/2134158621,http://id.who.int/icd/entity/1890374210,,,"Postural dizziness, not elsewhere classified",,,Diseases of the nervous system,
http://id.who.int/icd/entity/1405405864,http://id.who.int/icd/entity/1986005526,,,"Headache, not elsewhere classified",,,Diseases of the nervous system,
http://id.who.int/icd/entity/1076016228,http://id.who.int/icd/entity/1405405864,,,"Facial pain, not elsewhere classified",,,Diseases of the nervous system,
http://id.who.int/icd/entity/1191288441,http://id.who.int/icd/entity/1986005526,,,Aura,,,Diseases of the nervous system,
http://id.who.int/icd/entity/986651951,http://id.who.int/icd/entity/1986005526,,,Apraxia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/896649345,http://id.who.int/icd/entity/986651951,,,Classic apraxia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/773390315,http://id.who.int/icd/entity/986651951,,,Cortical apraxia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/541312183,http://id.who.int/icd/entity/986651951,,,Ideational apraxia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/90923493,http://id.who.int/icd/entity/986651951,,,Ideokinetic apraxia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1362301384,http://id.who.int/icd/entity/986651951,,,Innervation apraxia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/836539267,http://id.who.int/icd/entity/986651951,,,Limb-kinetic apraxia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1876243328,http://id.who.int/icd/entity/986651951,,,Sensory apraxia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1703207856,http://id.who.int/icd/entity/986651951,,,Verbal apraxia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1875757565,http://id.who.int/icd/entity/1986005526,,,Symbolic dysfunctions,,,Diseases of the nervous system,
http://id.who.int/icd/entity/724140102,http://id.who.int/icd/entity/1875757565,,,Dyslexia and alexia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/262295178,http://id.who.int/icd/entity/724140102,,,Alexia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/537349302,http://id.who.int/icd/entity/262295178,,,Moderate Alexia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/529346480,http://id.who.int/icd/entity/262295178,,,Profound Alexia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/214342970,http://id.who.int/icd/entity/262295178,,,Optical alexia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/756147896,http://id.who.int/icd/entity/1315065296,,,Astereognosia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/995495019,http://id.who.int/icd/entity/1315065296,,,Verbal agnosia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1149818854,http://id.who.int/icd/entity/995495019,,,Verbal and auditory agnosia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/449003271,http://id.who.int/icd/entity/995495019,,,Visual verbal agnosia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1954421964,http://id.who.int/icd/entity/1875757565,,,Acalculia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/2077101698,http://id.who.int/icd/entity/730186299,,,Anomic aphasia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/68211981,http://id.who.int/icd/entity/730186299,,,Anomic dysphasia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1856732079,http://id.who.int/icd/entity/1875757565,,,Amimia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1850639167,http://id.who.int/icd/entity/1875757565,,,Auditory amnesia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/777548616,http://id.who.int/icd/entity/1875757565,,,Amusia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/789429706,http://id.who.int/icd/entity/1875757565,,,Asymbolia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/195862872,http://id.who.int/icd/entity/1875757565,,,Bianchi syndrome,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1878963501,http://id.who.int/icd/entity/1875757565,,,Mental deafness,,,Diseases of the nervous system,
http://id.who.int/icd/entity/521606320,http://id.who.int/icd/entity/1875757565,,,Mind blindness,,,Diseases of the nervous system,
http://id.who.int/icd/entity/2117298117,http://id.who.int/icd/entity/1875757565,,,Nominal dysphasia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/442594224,http://id.who.int/icd/entity/1875757565,,,Palilalia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1767539880,http://id.who.int/icd/entity/1875757565,,,Strephosymbolia secondary to organic lesion,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1882771459,http://id.who.int/icd/entity/1986005526,,,Paralytic symptoms,,,Diseases of the nervous system,
http://id.who.int/icd/entity/583310882,http://id.who.int/icd/entity/1882771459,,,Tetraplegia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/755893924,http://id.who.int/icd/entity/583310882,,,Flaccid tetraplegia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1591776568,http://id.who.int/icd/entity/583310882,,,Spastic tetraplegia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/983632786,http://id.who.int/icd/entity/583310882,,,Complications of quadriplegia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1163632348,http://id.who.int/icd/entity/1882771459,,,Diplegia of upper extremities,,,Diseases of the nervous system,
http://id.who.int/icd/entity/432727256,http://id.who.int/icd/entity/1163632348,,,Flaccid diplegia of upper extremities,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1983602303,http://id.who.int/icd/entity/1163632348,,,Spastic diplegia of upper extremities,,,Diseases of the nervous system,
http://id.who.int/icd/entity/913303272,http://id.who.int/icd/entity/1882771459,,,Diplegia of lower extremities,,,Diseases of the nervous system,
http://id.who.int/icd/entity/652687296,http://id.who.int/icd/entity/913303272,,,Flaccid diplegia of lower extremities,,,Diseases of the nervous system,
http://id.who.int/icd/entity/576364928,http://id.who.int/icd/entity/913303272,,,Spastic diplegia of lower extremities,,,Diseases of the nervous system,
http://id.who.int/icd/entity/774373615,http://id.who.int/icd/entity/1641958762,,,Alternating hemiplegia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/301329822,http://id.who.int/icd/entity/774373615,,,Alternating hemiplegia of childhood,,,Diseases of the nervous system,
http://id.who.int/icd/entity/447920235,http://id.who.int/icd/entity/774373615,,,Benign familial nocturnal alternating hemiplegia of childhood,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1478817379,http://id.who.int/icd/entity/1641958762,,,Flaccid hemiplegia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1019205379,http://id.who.int/icd/entity/1478817379,,,Flaccid hemiplegia of dominant side,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1509169815,http://id.who.int/icd/entity/1478817379,,,Flaccid hemiplegia of non-dominant side,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1467194433,http://id.who.int/icd/entity/1478817379,,,Flaccid hemiplegia of unspecified side,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1030700023,http://id.who.int/icd/entity/1641958762,,,Spastic hemiplegia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1803198234,http://id.who.int/icd/entity/1030700023,,,Spastic hemiplegia of dominant side,,,Diseases of the nervous system,
http://id.who.int/icd/entity/238113424,http://id.who.int/icd/entity/1030700023,,,Spastic hemiplegia of non-dominant side,,,Diseases of the nervous system,
http://id.who.int/icd/entity/11981914,http://id.who.int/icd/entity/1030700023,,,Spastic hemiplegia of unspecified side,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1421673399,http://id.who.int/icd/entity/1882771459,,,Monoplegia of upper extremity,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1718614123,http://id.who.int/icd/entity/1421673399,,,Flaccid monoplegia of upper extremity,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1086163419,http://id.who.int/icd/entity/1718614123,,,Flaccid monoplegia of upper extremity of dominant side,,,Diseases of the nervous system,
http://id.who.int/icd/entity/174364194,http://id.who.int/icd/entity/1718614123,,,Flaccid monoplegia of upper extremity of nondominant side,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1090502971,http://id.who.int/icd/entity/1718614123,,,Flaccid monoplegia of upper extremity of unspecified side,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1914238947,http://id.who.int/icd/entity/1421673399,,,Spastic monoplegia of upper extremity,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1624949829,http://id.who.int/icd/entity/1914238947,,,Spastic monoplegia of upper extremity of dominant side,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1581049357,http://id.who.int/icd/entity/1914238947,,,Spastic monoplegia of upper extremity of non dominant side,,,Diseases of the nervous system,
http://id.who.int/icd/entity/346534168,http://id.who.int/icd/entity/1914238947,,,Spastic monoplegia of upper extremity of unspecified side,,,Diseases of the nervous system,
http://id.who.int/icd/entity/537940810,http://id.who.int/icd/entity/1882771459,,,Monoplegia of lower extremity,,,Diseases of the nervous system,
http://id.who.int/icd/entity/122391296,http://id.who.int/icd/entity/537940810,,,Flaccid monoplegia of lower extremity,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1572730333,http://id.who.int/icd/entity/537940810,,,Spastic monoplegia of lower extremity,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1055648143,http://id.who.int/icd/entity/1882771459,,,"Monoplegia, not elsewhere classified",,,Diseases of the nervous system,
http://id.who.int/icd/entity/1503876701,http://id.who.int/icd/entity/1212533558,,,Flaccid paraplegia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1021877193,http://id.who.int/icd/entity/1212533558,,,Spastic paraplegia,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1094005248,http://id.who.int/icd/entity/1882771459,,,Spastic paralysis,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1974584933,http://id.who.int/icd/entity/1882771459,,,Functional level of injury of spinal cord,,,Diseases of the nervous system,
http://id.who.int/icd/entity/2090628044,http://id.who.int/icd/entity/1974584933,,,Functional level of injury of cervical spinal cord,,,Diseases of the nervous system,
http://id.who.int/icd/entity/327692789,http://id.who.int/icd/entity/1974584933,,,Functional level of injury of thoracic spinal cord,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1844842838,http://id.who.int/icd/entity/1974584933,,,Functional level of injury of lumbar spinal cord,,,Diseases of the nervous system,
http://id.who.int/icd/entity/1393570590,http://id.who.int/icd/entity/1974584933,,,"Functional level of injury of spinal cord, sacrum",,,Diseases of the nervous system,
http://id.who.int/icd/entity/312794303,http://id.who.int/icd/entity/1986005526,,,Speech disturbances,,,Diseases of the nervous system,
