Mesh ID,Common name,Synonyms,Tree Number,Disease Class
D055956,Diffuse Neurofibrillary Tangles with Calcification,"Diffuse Neurofibrillary Tangles with Calcification| Kosaka-Shibayama Disease| Kosaka Shibayama Disease| Disease, Kosaka-Shibayama",C10.574.945.374| C10.228.140.380.254,Neurodegenerative Diseases
D055958,Piriformis Muscle Syndrome,"Piriformis Muscle Syndromes| Muscle Syndrome, Piriformis| Syndrome, Piriformis Muscle| Piriformis Muscle Syndrome| Piriformis syndromes| syndromes, Piriformis| Syndromes, Piriformis Muscle| syndrome, Piriformis| Piriformis syndrome| Muscle Syndromes, Piriformis",C10.668.829.550.500| C10.668.829.500.675.399| C10.668.829.600.675,Neuromuscular Diseases
D055964,Alien Limb Phenomenon,"Alien Limb Phenomenon| Syndrome, Alien Limb| Alien Limb Syndromes| Alien Limb Syndrome| Alien Limb Phenomenons| Phenomenon, Alien Limb",C10.597.606.881.350.099,Neurologic Manifestations
D056364,Colloid Cysts,"Colloid Cysts| Colloid Cyst| Cysts, Colloid| Cyst, Colloid",C10.500.142.200| C10.551.240.375.200,Nervous System Malformations
D056768,Giant Axonal Neuropathy,"Axonal Neuropathy, Giant| Axonal Neuropathy, Giant (GAN)| Giant Axonal Neuropathy| Neuropathy, Giant Axonal| Giant Axonal Neuropathy (GAN)| Neuropathy, Giant Axonal (GAN)",C10.668.829.800.300.490| C10.500.300.490| C10.574.500.495.490| C10.668.829.325,Neuromuscular Diseases
D056769,Alstrom Syndrome,"Alstrom Hallgren Syndrome| Alstrom-Hallgren Syndrome| Alstrom Syndrome| Alstrom's Syndrome| Alström Syndrome| Syndrome, Alstrom-Hallgren| Alstroms Syndrome| Syndrome, Alstrom's| Syndrome, Alström| Syndrome, Alstrom",C10.500.300.099| C10.668.829.800.300.099| C10.574.500.495.099,Nervous System Malformations
D056784,Leukoencephalopathies,White Matter Disease| Leukoencephalopathy| Leukoencephalopathies| White Matter Diseases,C10.228.140.695,Central Nervous System Diseases
D056806,"Urea Cycle Disorders, Inborn","Disorders, Urea Cycle| Urea Cycle Disorder| Urea Cycle Disorders| Inborn Urea Cycle Disorder| Urea Cycle Disorders, Inborn| Disorder, Urea Cycle",C10.228.140.163.100.937,Central Nervous System Diseases
D056807,Argininosuccinic Aciduria,"Deficiencies, Argininosuccinate Lyase| Argininosuccinic Acidurias| Argininosuccinicaciduria| Aciduria, Argininosuccinic| Deficiency, ASA| Acidemia, Argininosuccinate| Arginino Succinase Deficiency| Argininosuccinic Aciduria| Acidemias, Argininosuccinate| Deficiency, Argininosuccinate Lyase| ASL Deficiencies| Asauria| Argininosuccinate Acidemias| Inborn Error of Urea Synthesis, Arginino Succinic Type| ASL Deficiency| Argininosuccinate Lyase Deficiency| Arginino Succinase Deficiencies| Argininosuccinyl-Coa Lyase Deficiency| ASA Deficiency| Deficiency, Arginino Succinase| Argininosuccinate Acidemia| Argininosuccinase Deficiency| Deficiencies, Arginino Succinase| Deficiency, ASL| Argininosuccinate Lyase Deficiencies| Argininosuccinic Acid Lyase Deficiency| ASA Deficiencies| Deficiencies, ASL| Arginosuccinase Deficiency| Deficiencies, ASA| Argininosuccinicacidurias| Urea Cycle Disorder, Arginino Succinase Type| Acidurias, Argininosuccinic| Argininosuccinic Acidemia",C10.228.140.163.100.937.124,Central Nervous System Diseases
D056886,Contrecoup Injury,"Contrecoup Injury| Contre-coup Injury| Injuries, Contre-coup| Injury, Contre-coup| Injuries, Contrecoup| Contre coup Injury| Contre-coup Injuries| Injury, Contrecoup| Contrecoup Injuries",C10.900.300.350.300.250,"Trauma, Nervous System"
D057112,Corneal Perforation,"Perforations, Corneal| Corneal Perforation| Perforation, Corneal| Corneal Perforations",C10.900.300.284.250.124.500,"Trauma, Nervous System"
D057174,Frontotemporal Lobar Degeneration,"FTLDs| Degenerations, Frontotemporal Lobar| Frontotemporal Lobar Degenerations| Lobar Degeneration, Frontotemporal| FTLD| Frontotemporal Lobar Degeneration| Lobar Degenerations, Frontotemporal| Degeneration, Frontotemporal Lobar",C10.574.950.300| C10.228.140.380.266,Neurodegenerative Diseases
D057177,TDP-43 Proteinopathies,"Proteinopathy, TDP-43| Proteinopathies, TDP-43| TDP 43 Proteinopathies| TDP-43 Proteinopathy| TDP-43 Proteinopathies",C10.574.950,Neurodegenerative Diseases
D057178,Primary Progressive Nonfluent Aphasia,"Aphasias, Progressive Nonfluent| Primary Progressive Nonfluent Aphasia| Aphasia, Progressive Nonfluent| Non fluent Primary Progressive Aphasia| PPA Syndromes| Syndrome, PPA| Non-fluent Primary Progressive Aphasia| Nonfluent Aphasia, Progressive| Progressive Nonfluent Aphasias| Nonfluent Aphasias, Progressive| Progressive Nonfluent Aphasia| PPA Syndrome| Syndromes, PPA",C10.228.140.380.132.600| C10.574.950.300.600| C10.228.140.380.266.600,Central Nervous System Diseases
D057180,Frontotemporal Dementia,"Frontotemporal Dementia, Ubiquitin-Positive| FTLD with TDP 43 Pathology| DDPAC| FTD-PGRN| GRN Related Frontotemporal Dementia| Frontotemporal Lobe Dementias| Familial Pick Disease| Hereditary Dysphasic Disinhibition Dementia| GRN-Related Frontotemporal Dementia| Complices, Disinhibition-Dementia-Parkinsonism-Amyotrophy| Lobe Dementia, Frontotemporal| Ubiquitin-Positive Frontotemporal Dementia| Familial Pick's Disease| Dementia, Frontotemporal| Disease, Wilhelmsen-Lynch| Frontotemporal Dementia| Dementia, Frontotemporal, with Parkinsonism| Disinhibition-Dementia-Parkinsonism-Amytrophy Complex| Dementias, Frontotemporal Lobe| Diseases, Wilhelmsen-Lynch| Dementia, Ubiquitin-Positive Frontotemporal| Frontotemporal Dementias, GRN-Related| Disinhibition-Dementia-Parkinsonism-Amytrophy Complices| Dementia, Frontotemporal Lobe (FLDEM)| Diseases, Familial Pick's| FTLD-17 GRN| Dementias, GRN-Related Frontotemporal| Dementias, Ubiquitin-Positive Frontotemporal| Disinhibition Dementia Parkinsonism Amyotrophy Complex| Pick's Disease, Familial| GRN-Related Frontotemporal Dementias| Dementias, Frontotemporal Lobe (FLDEM)| Wilhelmsen Lynch Disease| Frontotemporal Dementias, Ubiquitin-Positive| Multiple System Tauopathy with Presenile Dementia| Dementia, Frontotemporal Lobe| Wilhelmsen-Lynch Diseases| Complices, Disinhibition-Dementia-Parkinsonism-Amytrophy| Complex, Disinhibition-Dementia-Parkinsonism-Amytrophy| Frontotemporal Lobar Degeneration With Ubiquitin-Positive Inclusions| Pick's Diseases, Familial| Frontotemporal Lobe Dementia (FLDEM)| FTLD with TDP-43 Pathology| Lobe Dementias, Frontotemporal| Frontotemporal Dementia with Parkinsonism 17| Frontotemporal Lobe Dementias (FLDEM)| Frontotemporal Dementia, Ubiquitin Positive| Familial Pick's Diseases| Ubiquitin-Positive Frontotemporal Dementias| Dementia, Hereditary Dysphasic Disinhibition| Disinhibition-Dementia-Parkinsonism-Amyotrophy Complices| Dementias, Frontotemporal| FTDP-17| HDDD2| Frontotemporal Dementia, GRN-Related| Frontotemporal Lobar Degeneration With Ubiquitin Positive Inclusions| Disinhibition Dementia Parkinsonism Amytrophy Complex| Disease, Familial Pick's| Dementia, GRN-Related Frontotemporal| Wilhelmsen-Lynch Disease| Frontotemporal Dementias| Frontotemporal Dementia with Parkinsonism| Disinhibition-Dementia-Parkinsonism-Amyotrophy Complex| Frontotemporal Dementia with Parkinsonism-17| FTLD-TDP| Familial Picks Disease| Complex, Disinhibition-Dementia-Parkinsonism-Amyotrophy| Frontotemporal Lobe Dementia| FTD-GRN| HDDD1",C10.574.950.300.299| C10.228.140.380.266.299,Neurodegenerative Diseases
D057774,Post-Exercise Hypotension,"Hypotension, Post-Exercise| Hypotensions, Post Exercise| Hypotension, Post Exercise| Post Exercise Hypotensions| Postexercise Hypotensions| Post Exercise Hypotension| Hypotensions, Post-Exercise| Hypotensions, Postexercise| Postexercise Hypotension| Post-Exercise Hypotensions| Hypotension, Postexercise| Post-Exercise Hypotension",C10.177.575.600.537,Autonomic Nervous System Diseases
D058088,Sarcoglycanopathies,Sarcoglycanopathies| Sarcoglycanopathy,C10.668.491.175.500.149.500,Neuromuscular Diseases
D058494,Walker-Warburg Syndrome,"Pagon Syndrome| Cerebroocular Dysplasia-Muscular Dystrophy Syndrome| Walker-Warburg Syndrome| Hydrocephalus, Agyria, And Retinal Dysplasia| Warburg Syndrome| Syndrome, COD-MD| COD-MD Syndromes| Syndrome, Pagon| HARD Syndromes| COD-MD Syndrome| HARD Syndrome| Walker Warburg Syndrome| Syndrome, HARD| Cerebroocular Dysplasia Muscular Dystrophy Syndrome| Syndrome, Chemke| Chemke Syndrome| Pagon Syndromes| COD MD Syndrome| Syndrome, Warburg| Syndrome, Walker-Warburg",C10.500.507.450.499.249.500,Nervous System Malformations
D058496,Smith-Magenis Syndrome,"Syndrome, Smith-Magenis| Chromosome 17p11.2 Deletion Syndrome| Smith-Magenis Syndrome| Smith Magenis Syndrome",C10.281.900,Chronobiology Disorders
D058502,Pentalogy of Cantrell,"Cantrells Pentalogy| Cantrell's Pentalogy| Pentalogy of Cantrell| Pentalogy, Cantrell's| Thoracoabdominal Syndromes| Cantrell Haller Ravitch syndrome| Cantrell Pentalogy| Thoracoabdominal Syndrome| Pentalogy, Cantrell",C10.500.680.705,Nervous System Malformations
D058540,Aicardi Syndrome,"Callosal Agenesis and Ocular Abnormalities| Chorioretinal Anomalies with Acc| Syndrome, Aicardi's| Agenesis of Corpus Callosum with Chorioretinal Abnormality| Aicardi Syndrome| Corpus Callosum, Agenesis Of, With Chorioretinal Abnormality| Syndrome, Aicardi| Agenesis of Corpus Callosum with Infantile Spasms and Ocular Abnormalities| Aicardi's Syndrome",C10.500.034.687,Nervous System Malformations
D058565,Cerebral Ventriculitis,"Ventriculitis, Cerebral| Cerebral Ventriculitides| Ventriculitides, Cerebral| Cerebral Ventriculitis",C10.228.140.430.249| C10.228.228.245.169,Central Nervous System Diseases
D058627,Megalencephaly,Megacephaly| Megalocephalies| Megacephalies| Macrocephalies| Megalocephaly| Megalencephalies| Megalencephaly| Macrocephaly,C10.500.507.400.249,Nervous System Malformations
D058923,Medial Tibial Stress Syndrome,Medial Tibial Stress Syndrome| Shin Splint| Medial Tibial Stress Syndrome (MTSS)| Shin Splints| Medial Tibial Stress Syndromes,C10.668.491.087,Neuromuscular Diseases
D059345,Cerebral Small Vessel Diseases,"Microangiopathies, Cerebral| Cerebral Small Vessel Diseases| Cerebral Microangiopathy| Cerebral Small Vessel Disease| Microangiopathy, Cerebral| Cerebral Microangiopathies",C10.228.140.300.275,Central Nervous System Diseases
D059348,Peripheral Nerve Injuries,"Peripheral Nerve Injury| Peripheral Nerve Injuries| Nerve Injuries, Peripheral| Nerve Injury, Peripheral",C10.900.575| C10.668.829.712,"Trauma, Nervous System"
D059409,"Stroke, Lacunar","Strokes, Lacunar| Lacunar Syndrome| Lacunar Syndromes| Lacunar Stroke| Syndromes, Lacunar| Syndrome, Lacunar| Lacunar Strokes| Stroke, Lacunar",C10.228.140.300.275.800,Central Nervous System Diseases
D059445,Anhedonia,Anhedonia| Anhedonias,C10.597.606.057,Neurologic Manifestations
D060426,Anti-N-Methyl-D-Aspartate Receptor Encephalitis,"Anti NMDAR Encephalitis| Anti-NMDA Receptor Encephalitides| Receptor Encephalitis, Anti-NMDA| Anti-NMDAR Encephalitides| Anti-N-Methyl-D-Aspartate Receptor Encephalitides| Encephalitides, Anti-N-Methyl-D-Aspartate Receptor| Anti NMDA Receptor Encephalitis| Encephalitides, Anti-NMDA Receptor| Encephalitides, Anti-NMDAR| Encephalitis, Anti-NMDA Receptor| Receptor Encephalitides, Anti-NMDA| Anti-NMDAR Encephalitis| Anti-NMDA Receptor Encephalitis| Encephalitis, Anti-NMDAR| Encephalitis, Anti-N-Methyl-D-Aspartate Receptor| Anti-N-Methyl-D-Aspartate Receptor Encephalitis| Anti N Methyl D Aspartate Receptor Encephalitis",C10.228.140.430.124| C10.574.781.249,Central Nervous System Diseases
D060486,Ophthalmoplegic Migraine,"Syndrome, Ophthalmoplegic Migraine| Ophthalmoplegic Migraine Syndrome| Ophthalmoplegic Migraine Syndromes| Migraine, Ophthalmoplegic| Syndromes, Ophthalmoplegic Migraine| Ophthalmoplegic Migraines| Migraines, Ophthalmoplegic| Migraine Syndrome, Ophthalmoplegic| Ophthalmoplegic Migraine| Migraine Syndromes, Ophthalmoplegic",C10.597.622.447.600| C10.314.687| C10.228.140.546.399.750.725| C10.292.675| C10.292.562.750.375,Neurologic Manifestations
D060545,Pudendal Neuralgia,"Neuropathy, Pudendal| Neuralgias, Pudendal| Pudendal Neuropathy| Pudendal Neuropathies| Neuralgia, Pudendal| Neuropathies, Pudendal| Pudendal Neuralgia| Pudendal Neuralgias",C10.668.829.600.737| C10.668.829.550.650,Neuromuscular Diseases
D060705,Dyscalculia,Acalculia| Acalculias| Dyscalculia| Dyscalculias,C10.597.606.150.550.099,Neurologic Manifestations
D061085,Agenesis of Corpus Callosum,"Corpus Callosum Hypogeneses| Dysgeneses, Corpus Callosum| Corpus Callosum Dysgeneses| Dysgenesis, Corpus Callosum| Hypogeneses, Corpus Callosum| Absence of Corpus Callosum| Agenesis, Corpus Callosum| Corpus Callosum Absences| Corpus Callosum Hypogenesis| Corpus Callosum, Agenesis Of| Agenesis of Corpus Callosum| Corpus Callosum Ageneses| Ageneses, Corpus Callosum| Hypogenesis, Corpus Callosum| Corpus Callosum Dysgenesis| Corpus Callosum Absence| Corpus Callosum Agenesis",C10.500.034,Nervous System Malformations
D061219,Olfactory Nerve Injuries,"Nerve Injury, Olfactory| Olfactory Neuropathies, Traumatic| First Cranial Nerve Injury| First-Nerve Traumas| Injuries, Olfactory Nerve| Injury, First Cranial Nerve| Nerve Traumas, Olfactory| Nerve Trauma, Olfactory| Traumas, Olfactory Nerve| Olfactory Neuropathy, Traumatic| Neuropathies, Traumatic Olfactory| Injury, Cranial Nerve I| Palsies, Traumatic First-Nerve| Nerve Injuries, Olfactory| Olfactory Nerve Injury| First-Nerve Trauma| Palsy, Traumatic First-Nerve| Traumatic Olfactory Neuropathies| Neuropathy, Traumatic Olfactory| Traumatic Olfactory Neuropathy| Trauma, First-Nerve| Traumatic First-Nerve Palsies| First Nerve Palsy, Traumatic| First Cranial Nerve Injuries| Olfactory Nerve Trauma| Injury, Olfactory Nerve| Traumas, First-Nerve| Traumatic First-Nerve Palsy| Cranial Nerve I Injury| Olfactory Nerve Injuries| Olfactory Nerve Traumas| Trauma, Olfactory Nerve| First-Nerve Palsies, Traumatic| Traumatic First Nerve Palsy| First Nerve Trauma| First-Nerve Palsy, Traumatic",C10.292.200.687| C10.292.650.600| C10.900.300.218.487,Cranial Nerve Diseases
D061220,Oculomotor Nerve Injuries,"Oculomotor Nerve Trauma| Third Nerve Palsy, Traumatic| Trauma, Oculomotor Nerve| Oculomotor Neuropathy, Traumatic| Traumatic Oculomotor Neuropathies| Injuries, Oculomotor Nerve| Palsies, Traumatic Third-Nerve| Third Cranial Nerve Injury| Nerve Traumas, Oculomotor| Third-Nerve Palsy, Traumatic| Palsy, Traumatic Third-Nerve| Oculomotor Nerve Injuries| Nerve Injury, Oculomotor| Oculomotor Neuropathies, Traumatic| Traumatic Third Nerve Palsy| Third-Nerve Palsies, Traumatic| Traumatic Third-Nerve Palsies| Injury, Cranial Nerve III| Traumatic Oculomotor Neuropathy| Injury, Oculomotor Nerve| Oculomotor Nerve Injury| Traumatic Third-Nerve Palsy| Nerve Trauma, Oculomotor| Injury, Third Cranial Nerve| Nerve Injuries, Oculomotor| Trauma, Third-Nerve| Third-Nerve Trauma| Third Nerve Trauma| Oculomotor Nerve Traumas| Neuropathy, Traumatic Oculomotor| Traumas, Oculomotor Nerve| Third Cranial Nerve Injuries| Traumas, Third-Nerve| Cranial Nerve III Injury| Third-Nerve Traumas| Neuropathies, Traumatic Oculomotor",C10.900.300.218.456| C10.292.562.700.500| C10.292.200.656,"Trauma, Nervous System"
D061221,Trigeminal Nerve Injuries,"Traumatic Trigeminal Neuropathies| Nerve Injuries, Trigeminal| Traumatic Trigeminal Neuropathy| Fifth Cranial Nerve Injuries| Fifth-Nerve Trauma| Fifth Cranial Nerve Injury| Trigeminal Neuropathy, Traumatic| Fifth-Nerve Palsy, Traumatic| Injury, Cranial Nerve V| Injury, Trigeminal Nerve| Trigeminal Nerve Injury| Nerve Trauma, Trigeminal| Trigeminal Neuropathies, Traumatic| Fifth-Nerve Palsies, Traumatic| Traumatic Fifth-Nerve Palsy| Cranial Nerve V Injury| Fifth-Nerve Traumas| Neuropathy, Traumatic Trigeminal| Traumatic Fifth-Nerve Palsies| Trigeminal Nerve Trauma| Fifth Nerve Trauma| Nerve Traumas, Trigeminal| Injuries, Trigeminal Nerve| Trigeminal Nerve Injuries| Trauma, Fifth-Nerve| Nerve Injury, Trigeminal| Palsy, Traumatic Fifth-Nerve| Trauma, Trigeminal Nerve| Fifth Nerve Palsy, Traumatic| Injury, Fifth Cranial Nerve| Trigeminal Nerve Traumas| Palsies, Traumatic Fifth-Nerve| Neuropathies, Traumatic Trigeminal| Traumas, Trigeminal Nerve| Traumatic Fifth Nerve Palsy| Traumas, Fifth-Nerve",C10.292.200.875| C10.292.319.625.700.349| C10.900.300.218.775,Cranial Nerve Diseases
D061222,Lingual Nerve Injuries,"Lingual Nerve Injuries| Lingual Nerve Injury| Injury, Lingual Nerve| Nerve Injuries, Lingual| Nerve Injury, Lingual| Injuries, Lingual Nerve",C10.900.300.218.775.500| C10.292.200.875.500| C10.292.319.625.700.349.500,"Trauma, Nervous System"
D061223,Vagus Nerve Injuries,"Vagus Neuropathy, Traumatic| Trauma, Tenth-Nerve| Injuries, Vagus Nerve| Vagus Neuropathies, Traumatic| Traumas, Tenth-Nerve| Injury, Tenth Cranial Nerve| Neuropathy, Traumatic Vagus| Traumatic Tenth-Nerve Palsy| Traumatic Vagus Neuropathy| Cranial Nerve X Injury| Vagus Nerve Trauma| Traumatic Tenth-Nerve Palsies| Tenth-Nerve Palsy, Traumatic| Tenth Nerve Trauma| Vagus Nerve Injuries| Nerve Traumas, Vagus| Tenth-Nerve Palsies, Traumatic| Tenth Cranial Nerve Injuries| Tenth Nerve Palsy, Traumatic| Tenth Cranial Nerve Injury| Injury, Vagus Nerve| Traumas, Vagus Nerve| Trauma, Vagus Nerve| Nerve Trauma, Vagus| Injury, Cranial Nerve X| Nerve Injury, Vagus| Nerve Injuries, Vagus| Vagus Nerve Traumas| Traumatic Vagus Neuropathies| Neuropathies, Traumatic Vagus| Palsies, Traumatic Tenth-Nerve| Traumatic Tenth Nerve Palsy| Tenth-Nerve Trauma| Tenth-Nerve Traumas| Vagus Nerve Injury| Palsy, Traumatic Tenth-Nerve",C10.900.300.218.887| C10.292.200.937| C10.292.887.399,"Trauma, Nervous System"
D061224,Laryngeal Nerve Injuries,"Injuries, Laryngeal Nerve| Laryngeal Neuropathy, Traumatic| Traumas, Laryngeal Nerve| Nerve Traumas, Laryngeal| Laryngeal Nerve Injury| Laryngeal Nerve Injuries| Neuropathies, Traumatic Laryngeal| Laryngeal Neuropathies, Traumatic| Traumatic Laryngeal Neuropathy| Injury, Laryngeal Nerve| Nerve Trauma, Laryngeal| Trauma, Laryngeal Nerve| Traumatic Laryngeal Neuropathies| Laryngeal Nerve Trauma| Neuropathy, Traumatic Laryngeal| Nerve Injury, Laryngeal| Laryngeal Nerve Traumas| Nerve Injuries, Laryngeal",C10.900.300.218.887.750| C10.292.200.937.750,"Trauma, Nervous System"
D061226,Recurrent Laryngeal Nerve Injuries,"Recurrent Laryngeal Nerve Injury| Recurrent Laryngeal Neuropathy, Traumatic| Recurrent Laryngeal Nerve Injuries| Recurrent Laryngeal Nerve Trauma",C10.292.200.937.750.500| C10.900.300.218.887.750.500,Cranial Nerve Diseases
